OBJECTID,lat,long,dailyave,date,site,name,dateorig
213,38.036900000000003,-121.754700000000000,0.333611429000000,2007-5-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,5/15/2007 0:00:00
214,31.789400000000001,-110.827699999999990,0.132328376000000,2007-5-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,5/15/2007 0:00:00
215,31.821400000000001,-110.866100000000000,0.132328376000000,2007-5-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,5/15/2007 0:00:00
216,38.431600000000003,-120.965999999999990,0.460072815000000,2007-5-15T00:00:00.000Z,US-Ton,Tonzi Ranch,5/15/2007 0:00:00
217,38.413300000000000,-120.950700000000000,0.460072815000000,2007-5-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,5/15/2007 0:00:00
218,31.736499999999999,-109.941900000000000,0.092759542000000,2007-5-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,5/15/2007 0:00:00
219,37.520800000000001,-96.855000000000004,0.692343891000000,2007-5-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),5/15/2007 0:00:00
220,49.709299999999999,-112.940200000000000,0.719075859000000,2007-6-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,6/15/2007 0:00:00
221,50.170999999999999,-97.876199999999997,0.535686314000000,2007-6-15T00:00:00.000Z,CA-MA2,Manitoba Agricultural Site 2,6/15/2007 0:00:00
222,50.177399999999999,-97.868600000000001,0.535686314000000,2007-6-15T00:00:00.000Z,CA-MA3,Manitoba Agricultural Site 3,6/15/2007 0:00:00
223,36.819299999999998,-97.819800000000001,0.565759480000000,2007-6-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,6/15/2007 0:00:00
224,36.426699999999997,-99.420000000000002,0.590454996000000,2007-6-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,6/15/2007 0:00:00
225,36.635800000000003,-99.597499999999997,0.364498466000000,2007-6-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,6/15/2007 0:00:00
226,35.549700000000001,-98.040199999999999,0.287776917000000,2007-6-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,6/15/2007 0:00:00
227,35.546500000000002,-98.040000000000006,0.287776917000000,2007-6-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,6/15/2007 0:00:00
228,31.590699999999998,-110.510400000000000,0.084933102000000,2007-6-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,6/15/2007 0:00:00
229,44.345300000000002,-96.836200000000005,0.629994273000000,2007-6-15T00:00:00.000Z,US-Bkg,Brookings,6/15/2007 0:00:00
230,39.216700000000003,-86.540599999999998,0.728842735000000,2007-6-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,6/15/2007 0:00:00
231,39.063299999999998,-79.420800000000000,0.999995708000000,2007-6-15T00:00:00.000Z,US-CaV,Canaan Valley,6/15/2007 0:00:00
232,38.090000000000003,-109.390000000000000,0.179757476000000,2007-6-15T00:00:00.000Z,US-Cop,Corral Pocket,6/15/2007 0:00:00
233,40.815500000000000,-104.745600000000000,0.311845690000000,2007-6-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),6/15/2007 0:00:00
234,43.950000000000003,-101.846600000000000,0.494869381000000,2007-6-15T00:00:00.000Z,US-Ctn,Cottonwood,6/15/2007 0:00:00
235,37.677300000000002,-121.529600000000000,0.188284770000000,2007-6-15T00:00:00.000Z,US-Dia,Diablo,6/15/2007 0:00:00
236,35.971200000000003,-79.093400000000003,0.592543781000000,2007-6-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,6/15/2007 0:00:00
237,48.307699999999997,-105.101900000000000,0.664768696000000,2007-6-15T00:00:00.000Z,US-FPe,Fort Peck,6/15/2007 0:00:00
238,29.930000000000000,-98.010000000000005,0.461118877000000,2007-6-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,6/15/2007 0:00:00
239,29.949500000000000,-97.996200000000002,0.521068752000000,2007-6-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,6/15/2007 0:00:00
240,35.445399999999999,-111.771800000000000,0.111421727000000,2007-6-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,6/15/2007 0:00:00
241,34.254700000000000,-89.873500000000007,0.770323098000000,2007-6-15T00:00:00.000Z,US-Goo,Goodwin Creek,6/15/2007 0:00:00
242,41.840600000000002,-88.241000000000000,0.707409263000000,2007-6-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),6/15/2007 0:00:00
243,39.074500000000000,-96.595100000000002,0.616627395000000,2007-6-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),6/15/2007 0:00:00
244,39.056100000000001,-95.190700000000007,0.610345364000000,2007-6-15T00:00:00.000Z,US-KFS,Kansas Field Station,6/15/2007 0:00:00
245,38.774500000000003,-97.568399999999997,0.389693618000000,2007-6-15T00:00:00.000Z,US-KLS,Kansas Land Institute,6/15/2007 0:00:00
246,42.437600000000003,-85.328800000000001,0.759089828000000,2007-6-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,6/15/2007 0:00:00
247,42.444000000000003,-85.310400000000001,0.759089828000000,2007-6-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,6/15/2007 0:00:00
248,42.444000000000003,-85.309799999999996,0.759089828000000,2007-6-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,6/15/2007 0:00:00
249,39.082400000000000,-96.560299999999998,0.616627395000000,2007-6-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),6/15/2007 0:00:00
250,44.994999999999997,-93.186300000000003,0.834168315000000,2007-6-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,6/15/2007 0:00:00
251,34.137700000000002,-101.478700000000000,0.406473696000000,2007-6-15T00:00:00.000Z,US-LGr,Lockney Grassland,6/15/2007 0:00:00
252,34.960400000000000,-97.978899999999996,0.580965042000000,2007-6-15T00:00:00.000Z,US-LWW,Little Washita Watershed,6/15/2007 0:00:00
253,39.877099999999999,-105.169000000000000,0.325280726000000,2007-6-15T00:00:00.000Z,US-RFE,RockyFlats - East site,6/15/2007 0:00:00
254,39.875100000000003,-105.218400000000000,0.325280726000000,2007-6-15T00:00:00.000Z,US-RFW,RockyFlats - West site,6/15/2007 0:00:00
255,44.678100000000001,-93.072299999999998,0.834168315000000,2007-6-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,6/15/2007 0:00:00
256,33.736400000000003,-117.694700000000000,0.199873760000000,2007-6-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,6/15/2007 0:00:00
257,42.069299999999998,-101.407200000000000,0.539683580000000,2007-6-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,6/15/2007 0:00:00
258,34.362299999999998,-106.701899999999990,0.221417472000000,2007-6-15T00:00:00.000Z,US-Seg,Sevilleta grassland,6/15/2007 0:00:00
259,36.933300000000003,-96.683300000000003,0.579506159000000,2007-6-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,6/15/2007 0:00:00
260,38.037300000000002,-121.753699999999990,0.500775337000000,2007-6-15T00:00:00.000Z,US-Snd,Sherman Island,6/15/2007 0:00:00
261,38.036900000000003,-121.754700000000000,0.500775337000000,2007-6-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,6/15/2007 0:00:00
262,31.789400000000001,-110.827699999999990,0.084933102000000,2007-6-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,6/15/2007 0:00:00
263,31.821400000000001,-110.866100000000000,0.084933102000000,2007-6-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,6/15/2007 0:00:00
264,38.431600000000003,-120.965999999999990,0.393786669000000,2007-6-15T00:00:00.000Z,US-Ton,Tonzi Ranch,6/15/2007 0:00:00
265,38.413300000000000,-120.950700000000000,0.393786669000000,2007-6-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,6/15/2007 0:00:00
266,31.736499999999999,-109.941900000000000,0.072314397000000,2007-6-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,6/15/2007 0:00:00
267,37.520800000000001,-96.855000000000004,0.687980175000000,2007-6-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),6/15/2007 0:00:00
268,49.709299999999999,-112.940200000000000,0.790824533000000,2007-7-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,7/15/2007 0:00:00
269,50.170999999999999,-97.876199999999997,0.577393949000000,2007-7-15T00:00:00.000Z,CA-MA2,Manitoba Agricultural Site 2,7/15/2007 0:00:00
270,50.177399999999999,-97.868600000000001,0.577393949000000,2007-7-15T00:00:00.000Z,CA-MA3,Manitoba Agricultural Site 3,7/15/2007 0:00:00
271,36.819299999999998,-97.819800000000001,0.457049221000000,2007-7-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,7/15/2007 0:00:00
272,36.426699999999997,-99.420000000000002,0.566360891000000,2007-7-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,7/15/2007 0:00:00
273,36.635800000000003,-99.597499999999997,0.454512447000000,2007-7-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,7/15/2007 0:00:00
274,35.549700000000001,-98.040199999999999,0.598743320000000,2007-7-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,7/15/2007 0:00:00
275,35.546500000000002,-98.040000000000006,0.598743320000000,2007-7-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,7/15/2007 0:00:00
276,31.590699999999998,-110.510400000000000,0.046304289000000,2007-7-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,7/15/2007 0:00:00
277,44.345300000000002,-96.836200000000005,1.006041169000000,2007-7-15T00:00:00.000Z,US-Bkg,Brookings,7/15/2007 0:00:00
278,39.216700000000003,-86.540599999999998,1.145176291000000,2007-7-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,7/15/2007 0:00:00
279,39.063299999999998,-79.420800000000000,0.916028023000000,2007-7-15T00:00:00.000Z,US-CaV,Canaan Valley,7/15/2007 0:00:00
280,38.090000000000003,-109.390000000000000,0.128596321000000,2007-7-15T00:00:00.000Z,US-Cop,Corral Pocket,7/15/2007 0:00:00
281,40.815500000000000,-104.745600000000000,0.238315925000000,2007-7-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),7/15/2007 0:00:00
282,43.950000000000003,-101.846600000000000,0.247907028000000,2007-7-15T00:00:00.000Z,US-Ctn,Cottonwood,7/15/2007 0:00:00
283,37.677300000000002,-121.529600000000000,0.163096234000000,2007-7-15T00:00:00.000Z,US-Dia,Diablo,7/15/2007 0:00:00
284,35.971200000000003,-79.093400000000003,0.674749374000000,2007-7-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,7/15/2007 0:00:00
285,48.307699999999997,-105.101900000000000,0.465598017000000,2007-7-15T00:00:00.000Z,US-FPe,Fort Peck,7/15/2007 0:00:00
286,29.930000000000000,-98.010000000000005,0.460955918000000,2007-7-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,7/15/2007 0:00:00
287,29.949500000000000,-97.996200000000002,0.433396935000000,2007-7-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,7/15/2007 0:00:00
288,35.445399999999999,-111.771800000000000,0.029997898000000,2007-7-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,7/15/2007 0:00:00
289,34.254700000000000,-89.873500000000007,0.782312632000000,2007-7-15T00:00:00.000Z,US-Goo,Goodwin Creek,7/15/2007 0:00:00
290,41.840600000000002,-88.241000000000000,1.119062304000000,2007-7-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),7/15/2007 0:00:00
291,39.074500000000000,-96.595100000000002,0.654870272000000,2007-7-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),7/15/2007 0:00:00
292,39.056100000000001,-95.190700000000007,0.756416023000000,2007-7-15T00:00:00.000Z,US-KFS,Kansas Field Station,7/15/2007 0:00:00
293,38.774500000000003,-97.568399999999997,0.430667013000000,2007-7-15T00:00:00.000Z,US-KLS,Kansas Land Institute,7/15/2007 0:00:00
294,42.437600000000003,-85.328800000000001,0.996979892000000,2007-7-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,7/15/2007 0:00:00
295,42.444000000000003,-85.310400000000001,0.996979892000000,2007-7-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,7/15/2007 0:00:00
296,42.444000000000003,-85.309799999999996,0.996979892000000,2007-7-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,7/15/2007 0:00:00
297,39.082400000000000,-96.560299999999998,0.654870272000000,2007-7-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),7/15/2007 0:00:00
298,44.994999999999997,-93.186300000000003,0.747561336000000,2007-7-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,7/15/2007 0:00:00
299,34.137700000000002,-101.478700000000000,0.566745102000000,2007-7-15T00:00:00.000Z,US-LGr,Lockney Grassland,7/15/2007 0:00:00
300,34.960400000000000,-97.978899999999996,0.669587672000000,2007-7-15T00:00:00.000Z,US-LWW,Little Washita Watershed,7/15/2007 0:00:00
301,39.877099999999999,-105.169000000000000,0.525062382000000,2007-7-15T00:00:00.000Z,US-RFE,RockyFlats - East site,7/15/2007 0:00:00
302,39.875100000000003,-105.218400000000000,0.525062382000000,2007-7-15T00:00:00.000Z,US-RFW,RockyFlats - West site,7/15/2007 0:00:00
303,44.678100000000001,-93.072299999999998,0.747561336000000,2007-7-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,7/15/2007 0:00:00
304,33.736400000000003,-117.694700000000000,0.110060796000000,2007-7-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,7/15/2007 0:00:00
305,42.069299999999998,-101.407200000000000,0.269041002000000,2007-7-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,7/15/2007 0:00:00
306,34.362299999999998,-106.701899999999990,0.213638946000000,2007-7-15T00:00:00.000Z,US-Seg,Sevilleta grassland,7/15/2007 0:00:00
307,36.933300000000003,-96.683300000000003,0.553819060000000,2007-7-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,7/15/2007 0:00:00
308,38.037300000000002,-121.753699999999990,0.396491885000000,2007-7-15T00:00:00.000Z,US-Snd,Sherman Island,7/15/2007 0:00:00
309,38.036900000000003,-121.754700000000000,0.396491885000000,2007-7-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,7/15/2007 0:00:00
310,31.789400000000001,-110.827699999999990,0.046304289000000,2007-7-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,7/15/2007 0:00:00
311,31.821400000000001,-110.866100000000000,0.046304289000000,2007-7-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,7/15/2007 0:00:00
312,38.431600000000003,-120.965999999999990,0.386905938000000,2007-7-15T00:00:00.000Z,US-Ton,Tonzi Ranch,7/15/2007 0:00:00
313,38.413300000000000,-120.950700000000000,0.386905938000000,2007-7-15T00:00:00.000Z,US-Var,Vaira Ranch- Ione,7/15/2007 0:00:00
314,31.736499999999999,-109.941900000000000,0.138879105000000,2007-7-15T00:00:00.000Z,US-Wkg,Walnut Gulch Kendall Grasslands,7/15/2007 0:00:00
315,37.520800000000001,-96.855000000000004,0.603763163000000,2007-7-15T00:00:00.000Z,US-Wlr,Walnut River Watershed (Smileyburg),7/15/2007 0:00:00
316,49.709299999999999,-112.940200000000000,0.199239850000000,2007-8-15T00:00:00.000Z,CA-Let,Alberta - Mixed Grass Prairie,8/15/2007 0:00:00
317,50.170999999999999,-97.876199999999997,0.454196125000000,2007-8-15T00:00:00.000Z,CA-MA2,Manitoba Agricultural Site 2,8/15/2007 0:00:00
318,50.177399999999999,-97.868600000000001,0.454196125000000,2007-8-15T00:00:00.000Z,CA-MA3,Manitoba Agricultural Site 3,8/15/2007 0:00:00
319,36.819299999999998,-97.819800000000001,0.365553826000000,2007-8-15T00:00:00.000Z,US-A32,ARM-SGP Medford hay pasture,8/15/2007 0:00:00
320,36.426699999999997,-99.420000000000002,0.314217687000000,2007-8-15T00:00:00.000Z,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,8/15/2007 0:00:00
321,36.635800000000003,-99.597499999999997,0.324301958000000,2007-8-15T00:00:00.000Z,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,8/15/2007 0:00:00
322,35.549700000000001,-98.040199999999999,0.309755832000000,2007-8-15T00:00:00.000Z,US-ARb,ARM Southern Great Plains burn site- Lamont,8/15/2007 0:00:00
323,35.546500000000002,-98.040000000000006,0.309755832000000,2007-8-15T00:00:00.000Z,US-ARc,ARM Southern Great Plains control site- Lamont,8/15/2007 0:00:00
324,31.590699999999998,-110.510400000000000,0.419482142000000,2007-8-15T00:00:00.000Z,US-Aud,Audubon Research Ranch,8/15/2007 0:00:00
325,44.345300000000002,-96.836200000000005,0.916341066000000,2007-8-15T00:00:00.000Z,US-Bkg,Brookings,8/15/2007 0:00:00
326,39.216700000000003,-86.540599999999998,0.871248126000000,2007-8-15T00:00:00.000Z,US-BRG,Bayles Road Grassland Tower,8/15/2007 0:00:00
327,39.063299999999998,-79.420800000000000,0.689724684000000,2007-8-15T00:00:00.000Z,US-CaV,Canaan Valley,8/15/2007 0:00:00
328,38.090000000000003,-109.390000000000000,0.177631006000000,2007-8-15T00:00:00.000Z,US-Cop,Corral Pocket,8/15/2007 0:00:00
329,40.815500000000000,-104.745600000000000,0.396579295000000,2007-8-15T00:00:00.000Z,US-CPR,NEON Central Plains Experimental Range (CPER),8/15/2007 0:00:00
330,43.950000000000003,-101.846600000000000,0.291450769000000,2007-8-15T00:00:00.000Z,US-Ctn,Cottonwood,8/15/2007 0:00:00
331,37.677300000000002,-121.529600000000000,0.176391304000000,2007-8-15T00:00:00.000Z,US-Dia,Diablo,8/15/2007 0:00:00
332,35.971200000000003,-79.093400000000003,0.501823187000000,2007-8-15T00:00:00.000Z,US-Dk1,Duke Forest-open field,8/15/2007 0:00:00
333,48.307699999999997,-105.101900000000000,0.172070816000000,2007-8-15T00:00:00.000Z,US-FPe,Fort Peck,8/15/2007 0:00:00
334,29.930000000000000,-98.010000000000005,0.454265088000000,2007-8-15T00:00:00.000Z,US-FR1,Freeman Ranch- Grassland,8/15/2007 0:00:00
335,29.949500000000000,-97.996200000000002,0.572432756000000,2007-8-15T00:00:00.000Z,US-FR2,Freeman Ranch- Mesquite Juniper,8/15/2007 0:00:00
336,35.445399999999999,-111.771800000000000,0.225560799000000,2007-8-15T00:00:00.000Z,US-Fwf,Flagstaff - Wildfire,8/15/2007 0:00:00
337,34.254700000000000,-89.873500000000007,0.637717247000000,2007-8-15T00:00:00.000Z,US-Goo,Goodwin Creek,8/15/2007 0:00:00
338,41.840600000000002,-88.241000000000000,0.810059845000000,2007-8-15T00:00:00.000Z,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),8/15/2007 0:00:00
339,39.074500000000000,-96.595100000000002,0.552922308000000,2007-8-15T00:00:00.000Z,US-KFB,Konza Prairie LTER (4B),8/15/2007 0:00:00
340,39.056100000000001,-95.190700000000007,0.641121328000000,2007-8-15T00:00:00.000Z,US-KFS,Kansas Field Station,8/15/2007 0:00:00
341,38.774500000000003,-97.568399999999997,0.446787357000000,2007-8-15T00:00:00.000Z,US-KLS,Kansas Land Institute,8/15/2007 0:00:00
342,42.437600000000003,-85.328800000000001,0.858429015000000,2007-8-15T00:00:00.000Z,US-KM1,KBS Marshall Farms Corn,8/15/2007 0:00:00
343,42.444000000000003,-85.310400000000001,0.858429015000000,2007-8-15T00:00:00.000Z,US-KM2,KBS Marshall Farms Prairie,8/15/2007 0:00:00
344,42.444000000000003,-85.309799999999996,0.858429015000000,2007-8-15T00:00:00.000Z,US-KM3,KBS Marshall Farms Switchgrass,8/15/2007 0:00:00
345,39.082400000000000,-96.560299999999998,0.552922308000000,2007-8-15T00:00:00.000Z,US-Kon,Konza Prairie LTER (KNZ),8/15/2007 0:00:00
346,44.994999999999997,-93.186300000000003,0.493048102000000,2007-8-15T00:00:00.000Z,US-KUT,KUOM Turfgrass Field,8/15/2007 0:00:00
347,34.137700000000002,-101.478700000000000,0.326251268000000,2007-8-15T00:00:00.000Z,US-LGr,Lockney Grassland,8/15/2007 0:00:00
348,34.960400000000000,-97.978899999999996,0.326142579000000,2007-8-15T00:00:00.000Z,US-LWW,Little Washita Watershed,8/15/2007 0:00:00
349,39.877099999999999,-105.169000000000000,0.308805257000000,2007-8-15T00:00:00.000Z,US-RFE,RockyFlats - East site,8/15/2007 0:00:00
350,39.875100000000003,-105.218400000000000,0.308805257000000,2007-8-15T00:00:00.000Z,US-RFW,RockyFlats - West site,8/15/2007 0:00:00
351,44.678100000000001,-93.072299999999998,0.493048102000000,2007-8-15T00:00:00.000Z,US-Ro4,Rosemount Prairie,8/15/2007 0:00:00
352,33.736400000000003,-117.694700000000000,0.137197673000000,2007-8-15T00:00:00.000Z,US-SCg,Southern California Climate Gradient - Grassland,8/15/2007 0:00:00
353,42.069299999999998,-101.407200000000000,0.297519654000000,2007-8-15T00:00:00.000Z,US-SdH,Nebraska SandHills Dry Valley,8/15/2007 0:00:00
354,34.362299999999998,-106.701899999999990,0.141358003000000,2007-8-15T00:00:00.000Z,US-Seg,Sevilleta grassland,8/15/2007 0:00:00
355,36.933300000000003,-96.683300000000003,0.546229601000000,2007-8-15T00:00:00.000Z,US-Shd,Shidler- Oklahoma,8/15/2007 0:00:00
356,38.037300000000002,-121.753699999999990,0.382481754000000,2007-8-15T00:00:00.000Z,US-Snd,Sherman Island,8/15/2007 0:00:00
357,38.036900000000003,-121.754700000000000,0.382481754000000,2007-8-15T00:00:00.000Z,US-Sne,Sherman Island Restored Wetland,8/15/2007 0:00:00
358,31.789400000000001,-110.827699999999990,0.419482142000000,2007-8-15T00:00:00.000Z,US-SRG,Santa Rita Grassland,8/15/2007 0:00:00
359,31.821400000000001,-110.866100000000000,0.419482142000000,2007-8-15T00:00:00.000Z,US-SRM,Santa Rita Mesquite,8/15/2007 0:00:00
